n_sentences,n_tokens,tokens_per_sent,char_per_tok,ttr_form_chunks_100,ttr_lemma_chunks_100,ttr_form_chunks_200,ttr_lemma_chunks_200,upos_dist_ADJ,upos_dist_ADP,upos_dist_ADV,upos_dist_AUX,upos_dist_CCONJ,upos_dist_DET,upos_dist_INTJ,upos_dist_NOUN,upos_dist_NUM,upos_dist_PART,upos_dist_PRON,upos_dist_PROPN,upos_dist_PUNCT,upos_dist_SCONJ,upos_dist_SYM,upos_dist_VERB,upos_dist_X,lexical_density,verbs_verbform_dist_Fin,verbs_verbform_dist_Inf,verbs_verbform_dist_Part,verbs_verbform_dist_Ger,verbs_verbform_dist_Conv,verbs_tense_dist_Past,verbs_tense_dist_Pres,verbs_tense_dist_Fut,verbs_mood_dist_Ind,verbs_mood_dist_Imp,verbs_mood_dist_Cnd,verbs_person_dist_1,verbs_person_dist_2,verbs_person_dist_3,verbs_voice_dist_Act,verbs_voice_dist_Pass,verbs_voice_dist_Mid,verbs_aspect_dist_Perf,verbs_aspect_dist_Imp,dep_dist_acl,dep_dist_acl:relcl,dep_dist_advcl,dep_dist_advmod,dep_dist_amod,dep_dist_appos,dep_dist_aux,dep_dist_aux:pass,dep_dist_case,dep_dist_cc,dep_dist_ccomp,dep_dist_compound,dep_dist_conj,dep_dist_cop,dep_dist_csubj,dep_dist_det,dep_dist_fixed,dep_dist_flat,dep_dist_iobj,dep_dist_mark,dep_dist_nmod,dep_dist_nmod:poss,dep_dist_nsubj,dep_dist_nsubj:pass,dep_dist_nummod,dep_dist_obj,dep_dist_obl,dep_dist_parataxis,dep_dist_punct,dep_dist_root,dep_dist_xcomp,avg_max_depth,avg_max_links_len,avg_links_len,max_links_len,avg_token_per_clause,verbal_head_per_sent,verbal_root_perc,avg_verb_edges,verb_edges_dist_0,verb_edges_dist_1,verb_edges_dist_2,verb_edges_dist_3,verb_edges_dist_4,verb_edges_dist_5,verb_edges_dist_6,n_prepositional_chains,avg_prepositional_chain_len,subj_pre,obj_post,principal_proposition_dist,subordinate_proposition_dist,subordinate_pre,avg_subordinate_chain_len
5,136,27.2,5.772357723577236,0.73,0.7,,,11.76470588235294,8.823529411764707,2.941176470588235,2.941176470588235,3.6764705882352944,7.352941176470589,0.0,31.61764705882353,0.0,2.2058823529411766,3.6764705882352944,0.0,9.558823529411764,3.6764705882352944,0.0,11.76470588235294,0.0,0.6422764227642277,35.0,30.0,15.0,20.0,0.0,10.0,25.0,0.0,20.0,0.0,0.0,5.0,0.0,15.0,0.0,5.0,0.0,0.0,0.0,2.941176470588235,0.0,2.941176470588235,2.2058823529411766,9.558823529411764,0.0,2.2058823529411766,0.0,8.088235294117647,4.411764705882353,0.0,5.88235294117647,5.88235294117647,0.7352941176470588,0.7352941176470588,7.352941176470589,1.4705882352941175,0.0,0.7352941176470588,5.88235294117647,4.411764705882353,0.0,4.411764705882353,0.0,0.0,9.558823529411764,3.6764705882352944,0.0,9.558823529411764,3.6764705882352944,2.941176470588235,5.8,9.8,2.4491525423728815,16,9.66,3.2,100.0,2.75,0.0,25.0,18.75,18.75,31.25,6.25,0.0,1.0,1.2,100.0,100.0,31.57894736842105,68.42105263157895,23.076923076923077,1.6153846153846154
7,189,27.0,5.67741935483871,0.7,0.7,,,8.994708994708994,7.4074074074074066,3.1746031746031744,4.761904761904762,2.1164021164021163,6.878306878306878,0.0,28.04232804232804,4.232804232804233,3.7037037037037033,0.0,0.0,17.989417989417987,2.1164021164021163,0.0,10.582010582010582,0.0,0.6193548387096774,27.586206896551722,31.03448275862069,31.03448275862069,10.344827586206897,0.0,17.24137931034483,27.586206896551722,0.0,13.793103448275861,0.0,0.0,0.0,0.0,13.793103448275861,0.0,13.793103448275861,0.0,0.0,0.0,0.5291005291005291,0.0,3.7037037037037033,4.232804232804233,8.994708994708994,0.0,2.6455026455026456,0.5291005291005291,7.4074074074074066,2.1164021164021163,0.0,8.994708994708994,2.6455026455026456,1.5873015873015872,0.5291005291005291,6.349206349206349,0.5291005291005291,0.0,0.0,4.761904761904762,3.7037037037037033,0.0,3.1746031746031744,0.5291005291005291,0.0,5.82010582010582,3.7037037037037033,0.0,17.989417989417987,3.7037037037037033,1.5873015873015872,5.142857142857143,15.285714285714286,3.2837837837837838,34,12.657142857142857,2.857142857142857,71.42857142857143,2.55,10.0,5.0,50.0,15.0,5.0,10.0,5.0,0.8571428571428571,1.1666666666666667,100.0,100.0,40.0,60.0,8.333333333333332,1.6666666666666667
6,224,37.333333333333336,5.448818897637795,0.73,0.7,,,3.571428571428571,4.017857142857143,3.125,2.232142857142857,1.3392857142857142,3.571428571428571,0.0,16.964285714285715,12.053571428571429,0.8928571428571428,0.8928571428571428,0.0,43.30357142857143,0.4464285714285714,0.0,7.5892857142857135,0.0,0.5511811023622047,27.27272727272727,27.27272727272727,45.45454545454545,0.0,0.0,36.36363636363637,27.27272727272727,0.0,18.181818181818183,0.0,0.0,0.0,0.0,18.181818181818183,0.0,27.27272727272727,0.0,0.0,0.0,0.4464285714285714,0.0,0.8928571428571428,2.6785714285714284,4.910714285714286,0.0,1.7857142857142856,0.4464285714285714,4.017857142857143,1.7857142857142856,0.0,5.803571428571429,1.7857142857142856,0.0,0.0,3.571428571428571,0.8928571428571428,0.0,0.0,1.3392857142857142,3.125,0.0,2.232142857142857,0.4464285714285714,0.0,4.017857142857143,0.4464285714285714,0.0,43.30357142857143,2.6785714285714284,0.4464285714285714,4.5,24.166666666666668,8.347107438016529,66,17.038888888888888,2.8333333333333335,100.0,2.588235294117647,11.76470588235294,23.52941176470588,17.647058823529413,17.647058823529413,11.76470588235294,5.88235294117647,11.76470588235294,1.0,1.1666666666666667,100.0,100.0,66.66666666666666,33.33333333333333,0.0,1.25
6,179,29.833333333333332,5.819444444444445,0.72,0.66,,,14.52513966480447,7.82122905027933,2.793296089385475,3.910614525139665,1.1173184357541899,6.70391061452514,0.0,24.581005586592177,3.910614525139665,3.35195530726257,0.5586592178770949,0.5586592178770949,19.553072625698324,0.0,0.0,10.614525139664805,0.0,0.6597222222222222,26.923076923076923,23.076923076923077,34.61538461538461,15.384615384615385,0.0,26.923076923076923,34.61538461538461,0.0,26.923076923076923,0.0,0.0,0.0,0.0,26.923076923076923,0.0,19.230769230769234,0.0,0.0,0.0,1.1173184357541899,0.0,1.675977653631285,2.793296089385475,16.75977653631285,0.5586592178770949,2.2346368715083798,1.1173184357541899,7.82122905027933,1.1173184357541899,0.0,8.379888268156424,1.1173184357541899,0.5586592178770949,0.5586592178770949,6.70391061452514,0.5586592178770949,0.0,0.0,3.35195530726257,3.910614525139665,0.0,1.675977653631285,1.1173184357541899,0.5586592178770949,5.027932960893855,3.910614525139665,0.0,19.553072625698324,3.35195530726257,0.5586592178770949,4.666666666666667,18.5,3.891304347826087,33,9.536111111111111,3.1666666666666665,83.33333333333334,2.3684210526315788,31.57894736842105,10.526315789473683,10.526315789473683,21.052631578947366,10.526315789473683,5.263157894736842,10.526315789473683,0.8333333333333334,1.4,100.0,100.0,50.0,50.0,0.0,1.1428571428571428
5,140,28.0,5.4789915966386555,0.74,0.69,,,10.714285714285714,7.857142857142857,2.857142857142857,2.857142857142857,5.0,9.285714285714286,0.0,24.285714285714285,3.571428571428571,3.571428571428571,2.857142857142857,0.7142857142857143,15.0,2.142857142857143,0.0,9.285714285714286,0.0,0.5630252100840336,29.411764705882355,29.411764705882355,29.411764705882355,11.76470588235294,0.0,23.52941176470588,35.294117647058826,0.0,29.411764705882355,0.0,0.0,0.0,0.0,29.411764705882355,0.0,11.76470588235294,0.0,0.0,0.0,3.571428571428571,0.0,1.4285714285714286,1.4285714285714286,10.0,0.7142857142857143,1.4285714285714286,0.7142857142857143,8.571428571428571,5.0,0.0,3.571428571428571,5.0,0.7142857142857143,0.7142857142857143,9.285714285714286,0.0,0.0,0.0,5.0,5.714285714285714,1.4285714285714286,2.142857142857143,0.7142857142857143,0.0,6.428571428571428,2.142857142857143,0.0,15.0,3.571428571428571,0.0,6.4,13.6,2.7280701754385963,26,16.14666666666667,2.6,80.0,2.8461538461538463,0.0,7.6923076923076925,38.46153846153847,38.46153846153847,7.6923076923076925,0.0,7.6923076923076925,1.4,1.1428571428571428,75.0,100.0,42.857142857142854,57.14285714285714,12.5,1.125
7,184,26.285714285714285,5.776978417266187,0.75,0.72,,,9.782608695652174,5.978260869565218,2.717391304347826,2.717391304347826,2.717391304347826,5.978260869565218,0.0,21.195652173913043,3.804347826086957,0.5434782608695652,1.6304347826086956,5.978260869565218,24.456521739130434,1.6304347826086956,0.0,8.695652173913043,2.1739130434782608,0.6402877697841727,47.61904761904761,14.285714285714285,28.57142857142857,9.523809523809524,0.0,23.809523809523807,38.095238095238095,0.0,33.33333333333333,0.0,0.0,0.0,0.0,33.33333333333333,0.0,4.761904761904762,0.0,0.0,0.0,0.0,1.0869565217391304,1.6304347826086956,3.260869565217391,9.782608695652174,1.6304347826086956,2.1739130434782608,0.5434782608695652,5.978260869565218,3.804347826086957,0.5434782608695652,7.608695652173914,3.804347826086957,0.0,0.5434782608695652,5.434782608695652,0.0,1.0869565217391304,0.0,1.6304347826086956,3.260869565217391,0.0,4.3478260869565215,0.5434782608695652,0.0,6.521739130434782,2.1739130434782608,0.0,24.456521739130434,3.804347826086957,0.0,4.857142857142857,12.0,3.4318181818181817,19,12.119047619047619,2.2857142857142856,100.0,3.125,0.0,12.5,25.0,25.0,18.75,12.5,6.25,0.7142857142857143,1.2,100.0,100.0,53.333333333333336,46.666666666666664,28.57142857142857,1.1428571428571428
5,163,32.6,5.942028985507246,0.75,0.73,,,13.496932515337424,10.429447852760736,3.6809815950920246,3.067484662576687,3.067484662576687,6.748466257668712,0.0,27.607361963190186,1.2269938650306749,1.2269938650306749,0.0,3.067484662576687,15.337423312883436,1.8404907975460123,0.0,9.202453987730062,0.0,0.6739130434782609,35.0,5.0,40.0,20.0,0.0,25.0,50.0,0.0,35.0,0.0,0.0,0.0,0.0,35.0,0.0,20.0,0.0,0.0,0.0,1.8404907975460123,0.0,2.4539877300613497,3.6809815950920246,12.269938650306749,1.2269938650306749,0.6134969325153374,0.6134969325153374,11.042944785276074,3.067484662576687,0.6134969325153374,7.361963190184049,4.294478527607362,1.8404907975460123,0.6134969325153374,6.748466257668712,0.0,0.0,0.0,2.4539877300613497,7.361963190184049,0.6134969325153374,3.067484662576687,0.6134969325153374,0.0,4.9079754601226995,2.4539877300613497,0.0,15.337423312883436,3.067484662576687,0.6134969325153374,6.0,20.6,3.4135338345864663,26,12.566666666666666,3.0,60.0,2.066666666666667,20.0,26.666666666666668,13.333333333333334,20.0,13.333333333333334,0.0,6.666666666666667,2.0,1.3,100.0,100.0,37.5,62.5,10.0,1.2
7,139,19.857142857142858,5.6440677966101696,0.66,0.63,,,12.949640287769784,9.352517985611511,2.158273381294964,3.597122302158273,6.474820143884892,9.352517985611511,0.0,27.33812949640288,2.158273381294964,0.7194244604316548,0.0,2.877697841726619,15.107913669064748,0.0,0.0,7.913669064748201,0.0,0.6271186440677966,56.25,18.75,18.75,6.25,0.0,12.5,56.25,0.0,50.0,0.0,0.0,0.0,0.0,50.0,0.0,6.25,0.0,0.0,0.0,0.7194244604316548,0.0,0.7194244604316548,2.158273381294964,12.949640287769784,0.0,1.4388489208633095,0.7194244604316548,9.352517985611511,5.755395683453238,0.0,4.316546762589928,9.352517985611511,1.4388489208633095,0.0,8.633093525179856,0.0,0.0,0.0,0.7194244604316548,5.755395683453238,0.0,4.316546762589928,0.7194244604316548,0.0,3.597122302158273,2.877697841726619,0.0,15.107913669064748,5.0359712230215825,0.7194244604316548,4.142857142857143,7.428571428571429,2.630630630630631,12,13.535714285714286,1.5714285714285714,71.42857142857143,2.5454545454545454,9.090909090909092,9.090909090909092,36.36363636363637,18.181818181818183,18.181818181818183,9.090909090909092,0.0,0.8571428571428571,1.3333333333333333,100.0,100.0,76.92307692307693,23.076923076923077,0.0,1.3333333333333333
8,185,23.125,5.686274509803922,0.77,0.75,,,9.18918918918919,10.81081081081081,3.2432432432432434,4.324324324324325,1.6216216216216217,6.486486486486487,0.0,30.270270270270274,3.2432432432432434,1.0810810810810811,2.7027027027027026,1.0810810810810811,17.2972972972973,0.5405405405405406,0.0,8.108108108108109,0.0,0.6274509803921569,43.47826086956522,13.043478260869565,39.130434782608695,4.3478260869565215,0.0,34.78260869565217,43.47826086956522,0.0,39.130434782608695,0.0,0.0,0.0,0.0,39.130434782608695,0.0,17.391304347826086,0.0,0.0,0.0,1.0810810810810811,0.5405405405405406,1.0810810810810811,3.2432432432432434,9.18918918918919,0.0,2.7027027027027026,1.0810810810810811,10.81081081081081,1.6216216216216217,0.0,9.72972972972973,2.7027027027027026,0.5405405405405406,0.0,6.486486486486487,0.0,0.0,0.0,1.6216216216216217,6.486486486486487,0.5405405405405406,4.324324324324325,1.0810810810810811,0.0,5.405405405405405,3.783783783783784,0.0,17.2972972972973,4.324324324324325,0.5405405405405406,5.125,11.75,3.0551724137931036,26,12.666666666666666,1.875,87.5,3.533333333333333,6.666666666666667,13.333333333333334,20.0,20.0,6.666666666666667,0.0,33.33333333333333,1.25,1.2,100.0,100.0,60.0,40.0,16.666666666666664,1.0
6,140,23.333333333333332,5.788135593220339,0.76,0.73,,,12.857142857142856,8.571428571428571,0.7142857142857143,3.571428571428571,2.142857142857143,8.571428571428571,0.0,32.857142857142854,2.857142857142857,1.4285714285714286,0.0,1.4285714285714286,15.714285714285714,0.0,0.0,9.285714285714286,0.0,0.6779661016949152,38.88888888888889,22.22222222222222,38.88888888888889,0.0,0.0,33.33333333333333,38.88888888888889,0.0,33.33333333333333,0.0,0.0,0.0,0.0,33.33333333333333,0.0,27.77777777777778,0.0,0.0,0.0,1.4285714285714286,0.0,2.142857142857143,0.7142857142857143,12.857142857142856,0.0,1.4285714285714286,1.4285714285714286,8.571428571428571,2.142857142857143,0.0,11.428571428571429,5.0,0.7142857142857143,0.0,8.571428571428571,0.0,0.0,0.0,1.4285714285714286,4.285714285714286,0.0,3.571428571428571,1.4285714285714286,0.0,5.0,3.571428571428571,0.7142857142857143,15.714285714285714,4.285714285714286,0.7142857142857143,4.833333333333333,12.666666666666666,3.1517857142857144,28,12.930555555555557,2.1666666666666665,83.33333333333334,2.230769230769231,7.6923076923076925,30.76923076923077,23.076923076923077,15.384615384615385,15.384615384615385,7.6923076923076925,0.0,1.0,1.0,100.0,100.0,53.84615384615385,46.15384615384615,0.0,1.5
