n_sentences,n_tokens,tokens_per_sent,char_per_tok,ttr_form_chunks_100,ttr_lemma_chunks_100,ttr_form_chunks_200,ttr_lemma_chunks_200,upos_dist_ADJ,upos_dist_ADP,upos_dist_ADV,upos_dist_AUX,upos_dist_CCONJ,upos_dist_DET,upos_dist_INTJ,upos_dist_NOUN,upos_dist_NUM,upos_dist_PART,upos_dist_PRON,upos_dist_PROPN,upos_dist_PUNCT,upos_dist_SCONJ,upos_dist_SYM,upos_dist_VERB,upos_dist_X,lexical_density,verbs_verbform_dist_Fin,verbs_verbform_dist_Inf,verbs_verbform_dist_Part,verbs_verbform_dist_Ger,verbs_verbform_dist_Conv,verbs_tense_dist_Past,verbs_tense_dist_Pres,verbs_tense_dist_Fut,verbs_mood_dist_Ind,verbs_mood_dist_Imp,verbs_mood_dist_Cnd,verbs_person_dist_1,verbs_person_dist_2,verbs_person_dist_3,verbs_voice_dist_Act,verbs_voice_dist_Pass,verbs_voice_dist_Mid,verbs_aspect_dist_Perf,verbs_aspect_dist_Imp,dep_dist_acl,dep_dist_acl:relcl,dep_dist_advcl,dep_dist_advmod,dep_dist_amod,dep_dist_appos,dep_dist_aux,dep_dist_aux:pass,dep_dist_case,dep_dist_cc,dep_dist_ccomp,dep_dist_compound,dep_dist_conj,dep_dist_cop,dep_dist_csubj,dep_dist_det,dep_dist_fixed,dep_dist_flat,dep_dist_iobj,dep_dist_mark,dep_dist_nmod,dep_dist_nmod:poss,dep_dist_nsubj,dep_dist_nsubj:pass,dep_dist_nummod,dep_dist_obj,dep_dist_obl,dep_dist_parataxis,dep_dist_punct,dep_dist_root,dep_dist_xcomp,avg_max_depth,avg_max_links_len,avg_links_len,max_links_len,avg_token_per_clause,verbal_head_per_sent,verbal_root_perc,avg_verb_edges,verb_edges_dist_0,verb_edges_dist_1,verb_edges_dist_2,verb_edges_dist_3,verb_edges_dist_4,verb_edges_dist_5,verb_edges_dist_6,n_prepositional_chains,avg_prepositional_chain_len,subj_pre,obj_post,principal_proposition_dist,subordinate_proposition_dist,subordinate_pre,avg_subordinate_chain_len
5,137,27.4,6.368852459016393,0.75,0.73,,,11.678832116788321,11.678832116788321,1.4598540145985401,2.9197080291970803,3.64963503649635,8.75912408759124,0.0,35.76642335766424,0.0,1.4598540145985401,0.0,0.0,10.948905109489052,1.4598540145985401,0.0,10.218978102189782,0.0,0.6639344262295082,33.33333333333333,22.22222222222222,33.33333333333333,11.11111111111111,0.0,16.666666666666664,38.88888888888889,0.0,22.22222222222222,0.0,0.0,0.0,0.0,22.22222222222222,0.0,16.666666666666664,0.0,0.0,0.0,0.0,0.0,3.64963503649635,1.4598540145985401,11.678832116788321,0.0,1.4598540145985401,1.4598540145985401,11.678832116788321,3.64963503649635,0.0,8.02919708029197,5.109489051094891,0.0,0.7299270072992701,8.75912408759124,0.7299270072992701,0.0,0.0,2.9197080291970803,7.2992700729927,0.0,2.18978102189781,1.4598540145985401,0.0,7.2992700729927,4.37956204379562,0.0,10.948905109489052,3.64963503649635,1.4598540145985401,4.8,10.6,2.6324786324786325,13,10.866666666666667,2.8,100.0,2.7857142857142856,7.142857142857142,7.142857142857142,35.714285714285715,14.285714285714285,21.428571428571427,14.285714285714285,0.0,1.6,1.25,100.0,100.0,38.46153846153847,61.53846153846154,37.5,1.375
7,205,29.285714285714285,5.812865497076023,0.7,0.69,,,8.292682926829269,10.731707317073171,4.390243902439024,2.9268292682926833,1.951219512195122,7.804878048780488,0.0,30.24390243902439,4.390243902439024,2.4390243902439024,0.4878048780487805,0.0,16.585365853658537,1.4634146341463417,0.0,8.292682926829269,0.0,0.6140350877192983,39.130434782608695,30.434782608695656,17.391304347826086,13.043478260869565,0.0,8.695652173913043,34.78260869565217,0.0,26.08695652173913,0.0,0.0,0.0,0.0,26.08695652173913,0.0,8.695652173913043,0.0,0.0,0.0,1.4634146341463417,0.0,1.951219512195122,4.878048780487805,7.804878048780488,0.0,1.4634146341463417,0.4878048780487805,10.731707317073171,1.951219512195122,0.0,7.804878048780488,2.4390243902439024,0.975609756097561,0.4878048780487805,7.804878048780488,0.4878048780487805,0.0,0.0,3.414634146341464,6.829268292682928,0.0,3.414634146341464,0.4878048780487805,0.4878048780487805,6.341463414634147,3.414634146341464,0.0,16.585365853658537,3.414634146341464,0.4878048780487805,5.714285714285714,17.714285714285715,3.3597560975609757,34,15.4,2.4285714285714284,85.71428571428571,2.9411764705882355,5.88235294117647,5.88235294117647,29.411764705882355,29.411764705882355,5.88235294117647,23.52941176470588,0.0,1.5714285714285714,1.2727272727272727,100.0,100.0,47.05882352941176,52.94117647058824,0.0,1.2222222222222223
6,167,27.833333333333332,6.024793388429752,0.74,0.69,,,7.18562874251497,7.784431137724551,2.3952095808383236,2.9940119760479043,1.1976047904191618,5.9880239520958085,0.0,26.34730538922156,5.389221556886228,1.7964071856287425,0.5988023952095809,0.0,27.54491017964072,0.5988023952095809,0.0,10.179640718562874,0.0,0.6363636363636364,27.27272727272727,18.181818181818183,54.54545454545454,0.0,0.0,40.909090909090914,36.36363636363637,0.0,22.727272727272727,0.0,0.0,0.0,0.0,22.727272727272727,0.0,31.818181818181817,0.0,0.0,0.0,1.1976047904191618,0.0,1.7964071856287425,2.3952095808383236,7.784431137724551,0.0,1.7964071856287425,0.5988023952095809,8.383233532934131,1.1976047904191618,0.0,7.784431137724551,1.7964071856287425,0.5988023952095809,0.5988023952095809,5.9880239520958085,1.1976047904191618,0.0,0.0,2.3952095808383236,5.9880239520958085,0.0,1.7964071856287425,0.5988023952095809,0.0,4.790419161676647,1.7964071856287425,0.0,27.54491017964072,3.592814371257485,0.5988023952095809,5.166666666666667,15.333333333333334,3.4695652173913043,23,12.525,2.8333333333333335,83.33333333333334,2.2941176470588234,11.76470588235294,35.294117647058826,17.647058823529413,11.76470588235294,11.76470588235294,5.88235294117647,5.88235294117647,1.3333333333333333,1.125,100.0,100.0,46.15384615384615,53.84615384615385,0.0,1.2857142857142858
6,178,29.666666666666668,6.01360544217687,0.72,0.67,,,15.168539325842698,9.550561797752808,1.6853932584269662,2.247191011235955,0.5617977528089888,8.98876404494382,0.0,25.280898876404496,3.932584269662921,2.247191011235955,0.0,1.1235955056179776,17.415730337078653,0.5617977528089888,0.0,11.235955056179774,0.0,0.6598639455782312,25.0,20.833333333333336,33.33333333333333,20.833333333333336,0.0,33.33333333333333,25.0,0.0,25.0,0.0,0.0,0.0,0.0,25.0,0.0,25.0,0.0,0.0,0.0,1.6853932584269662,0.0,1.1235955056179776,1.6853932584269662,17.97752808988764,0.5617977528089888,1.1235955056179776,1.1235955056179776,10.674157303370785,0.5617977528089888,0.0,7.303370786516854,0.5617977528089888,0.0,0.0,8.98876404494382,0.0,0.0,0.0,2.247191011235955,7.303370786516854,0.0,2.247191011235955,1.1235955056179776,0.5617977528089888,4.49438202247191,3.3707865168539324,0.0,17.415730337078653,3.3707865168539324,1.1235955056179776,4.833333333333333,19.0,4.056737588652482,34,9.702777777777778,3.3333333333333335,100.0,2.15,35.0,10.0,10.0,25.0,5.0,10.0,5.0,1.8333333333333333,1.1818181818181819,100.0,100.0,50.0,50.0,0.0,1.1428571428571428
5,136,27.2,6.12280701754386,0.8,0.77,,,13.970588235294118,8.823529411764707,1.4705882352941175,2.2058823529411766,5.147058823529411,7.352941176470589,0.0,26.47058823529412,3.6764705882352944,1.4705882352941175,1.4705882352941175,0.7352941176470588,16.176470588235293,2.2058823529411766,0.0,8.823529411764707,0.0,0.6140350877192983,33.33333333333333,20.0,33.33333333333333,13.333333333333334,0.0,20.0,46.666666666666664,0.0,33.33333333333333,0.0,0.0,0.0,0.0,33.33333333333333,0.0,6.666666666666667,0.0,0.0,0.0,1.4705882352941175,0.0,2.2058823529411766,1.4705882352941175,13.970588235294118,0.0,1.4705882352941175,0.0,8.823529411764707,4.411764705882353,0.0,5.147058823529411,5.88235294117647,0.7352941176470588,0.7352941176470588,7.352941176470589,0.0,0.0,0.0,3.6764705882352944,5.88235294117647,0.7352941176470588,2.941176470588235,0.0,0.0,5.147058823529411,2.941176470588235,0.0,16.176470588235293,3.6764705882352944,0.0,5.8,13.6,2.834862385321101,24,13.906666666666666,2.4,80.0,2.5833333333333335,8.333333333333332,8.333333333333332,25.0,50.0,0.0,0.0,8.333333333333332,1.2,1.1666666666666667,100.0,100.0,50.0,50.0,16.666666666666664,1.1666666666666667
7,187,26.714285714285715,6.286713286713287,0.77,0.74,,,10.16042780748663,6.951871657754011,1.6042780748663104,1.6042780748663104,2.6737967914438503,4.27807486631016,0.0,25.668449197860966,3.7433155080213902,0.53475935828877,0.53475935828877,5.347593582887701,23.52941176470588,1.6042780748663104,0.0,9.62566844919786,2.13903743315508,0.6853146853146853,33.33333333333333,4.761904761904762,42.857142857142854,19.047619047619047,0.0,33.33333333333333,42.857142857142854,0.0,33.33333333333333,0.0,0.0,0.0,0.0,33.33333333333333,0.0,9.523809523809524,0.0,0.0,0.0,2.13903743315508,0.0,2.13903743315508,1.6042780748663104,11.229946524064172,1.6042780748663104,1.06951871657754,0.53475935828877,6.417112299465241,3.7433155080213902,0.0,9.090909090909092,4.27807486631016,0.0,0.0,4.27807486631016,0.0,1.06951871657754,0.0,2.13903743315508,2.6737967914438503,0.53475935828877,2.6737967914438503,0.53475935828877,0.0,7.4866310160427805,3.7433155080213902,0.0,23.52941176470588,3.7433155080213902,0.0,5.142857142857143,12.142857142857142,3.426470588235294,21,10.523809523809522,2.5714285714285716,100.0,2.5555555555555554,5.555555555555555,16.666666666666664,33.33333333333333,16.666666666666664,22.22222222222222,0.0,5.555555555555555,0.42857142857142855,1.6666666666666667,100.0,100.0,50.0,50.0,12.5,1.0
6,172,28.666666666666668,6.317241379310345,0.73,0.71,,,13.953488372093023,8.720930232558139,3.488372093023256,2.3255813953488373,2.9069767441860463,6.976744186046512,0.0,25.581395348837212,1.1627906976744187,2.3255813953488373,1.1627906976744187,4.069767441860465,15.69767441860465,1.1627906976744187,0.0,10.465116279069768,0.0,0.6827586206896552,31.818181818181817,13.636363636363635,40.909090909090914,13.636363636363635,0.0,22.727272727272727,50.0,0.0,31.818181818181817,0.0,0.0,0.0,0.0,31.818181818181817,0.0,18.181818181818183,0.0,0.0,0.0,1.744186046511628,0.5813953488372093,3.488372093023256,3.488372093023256,12.209302325581394,1.1627906976744187,0.5813953488372093,0.5813953488372093,9.30232558139535,2.9069767441860463,0.0,7.55813953488372,4.069767441860465,1.1627906976744187,0.0,6.976744186046512,0.0,0.0,0.0,2.9069767441860463,5.232558139534884,0.5813953488372093,3.488372093023256,0.5813953488372093,0.0,6.395348837209303,2.9069767441860463,0.0,15.69767441860465,3.488372093023256,1.744186046511628,5.666666666666667,15.833333333333334,2.9784172661870505,26,11.180555555555555,3.0,66.66666666666666,2.2222222222222223,11.11111111111111,22.22222222222222,22.22222222222222,27.77777777777778,11.11111111111111,5.555555555555555,0.0,1.5,1.1111111111111112,100.0,100.0,35.0,65.0,7.6923076923076925,1.3846153846153846
7,140,20.0,6.189655172413793,0.73,0.69,,,15.0,10.0,2.857142857142857,1.4285714285714286,6.428571428571428,7.142857142857142,0.0,27.142857142857142,2.142857142857143,0.7142857142857143,0.0,1.4285714285714286,17.142857142857142,0.0,0.0,8.571428571428571,0.0,0.6637931034482759,50.0,14.285714285714285,21.428571428571427,14.285714285714285,0.0,14.285714285714285,57.14285714285714,0.0,50.0,0.0,0.0,0.0,0.0,50.0,0.0,7.142857142857142,0.0,0.0,0.0,1.4285714285714286,0.0,0.7142857142857143,2.857142857142857,14.285714285714285,0.0,0.7142857142857143,0.7142857142857143,10.0,5.714285714285714,0.0,2.142857142857143,8.571428571428571,0.0,0.0,7.142857142857142,0.0,0.0,0.0,0.7142857142857143,6.428571428571428,0.0,4.285714285714286,0.7142857142857143,0.0,5.0,2.857142857142857,0.0,17.142857142857142,5.0,0.0,4.428571428571429,7.714285714285714,2.6605504587155964,15,14.29761904761905,1.7142857142857142,100.0,2.8333333333333335,0.0,8.333333333333332,33.33333333333333,33.33333333333333,16.666666666666664,8.333333333333332,0.0,1.0,1.2857142857142858,100.0,100.0,75.0,25.0,0.0,1.3333333333333333
7,200,28.571428571428573,6.291666666666667,0.78,0.76,,,12.0,12.5,2.5,2.5,1.5,7.5,0.0,31.0,3.0,0.0,1.0,1.0,16.0,1.0,0.0,8.5,0.0,0.6547619047619048,40.909090909090914,0.0,54.54545454545454,4.545454545454546,0.0,36.36363636363637,59.09090909090909,0.0,40.909090909090914,0.0,0.0,0.0,0.0,40.909090909090914,0.0,13.636363636363635,0.0,0.0,0.0,1.5,0.5,1.5,2.5,11.5,0.0,2.5,0.0,12.0,1.5,0.0,9.5,2.5,0.0,0.0,7.5,0.5,0.0,0.0,1.0,7.000000000000001,0.5,4.0,0.0,0.0,5.5,5.0,0.0,16.0,3.5000000000000004,0.5,5.285714285714286,15.714285714285714,3.099378881987578,31,13.58095238095238,2.4285714285714284,100.0,3.1176470588235294,5.88235294117647,17.647058823529413,29.411764705882355,5.88235294117647,11.76470588235294,5.88235294117647,23.52941176470588,1.5714285714285714,1.2727272727272727,100.0,100.0,52.94117647058824,47.05882352941176,12.5,1.125
7,168,24.0,6.402877697841727,0.79,0.76,,,13.095238095238097,8.333333333333332,1.1904761904761905,1.1904761904761905,1.1904761904761905,8.333333333333332,0.0,31.547619047619047,2.380952380952381,1.1904761904761905,0.5952380952380952,2.380952380952381,17.261904761904763,0.5952380952380952,0.0,10.714285714285714,0.0,0.7122302158273381,35.0,10.0,45.0,10.0,0.0,25.0,55.00000000000001,0.0,35.0,0.0,0.0,0.0,0.0,35.0,0.0,20.0,0.0,0.0,0.0,1.7857142857142856,0.0,2.976190476190476,1.1904761904761905,13.690476190476192,0.5952380952380952,0.5952380952380952,0.5952380952380952,8.928571428571429,1.1904761904761905,0.0,9.523809523809524,3.571428571428571,0.0,0.5952380952380952,8.333333333333332,0.0,0.0,0.0,1.7857142857142856,5.952380952380952,0.5952380952380952,2.976190476190476,0.5952380952380952,0.0,7.738095238095238,2.976190476190476,0.0,17.261904761904763,4.166666666666666,0.0,5.142857142857143,11.428571428571429,3.0757575757575757,28,11.488095238095239,2.5714285714285716,100.0,2.0,11.11111111111111,27.77777777777778,22.22222222222222,27.77777777777778,11.11111111111111,0.0,0.0,1.2857142857142858,1.1111111111111112,100.0,100.0,43.75,56.25,11.11111111111111,1.3333333333333333
